category,weight,cost
other,10,664.12
clothing,15,924.75
appliances,9,582.77
other,30,1796.74
shoes,6,571.73
perfume,4,294.72
clothing,4,274.15
clothing,10,690.3
perfume,1,94.82
other,4,270.31
other,25,1379.92
perfume,4,390.86
clothing,19,1074.65
other,33,1945.2
electronics,1,44.71
appliances,16,1084.43
clothing,22,1250.42
clothing,33,1978.39
clothing,7,473.94
clothing,36,2120.67
other,2,133.5
electronics,11,401.81
electronics,1,36.03
other,22,1246.55
laptop,9,131.8
other,21,1253.22
other,4,267.95
phone,3,47.78
clothing,29,1730.25
laptop,8,117.01
laptop,2,27.56
shoes,9,910.31
shoes,10,929.6
electronics,3,112.79
appliances,13,973.52
other,29,1627.33
shoes,5,545.04
clothing,13,834.62
clothing,25,1436.8
other,15,943.76
clothing,20,1145.85
clothing,9,606.2
clothing,37,2115.31
clothing,10,664.32
other,37,2066.94
other,14,871.9
clothing,5,335.48
clothing,3,202.16
other,31,1765.38
laptop,5,74.41
other,11,687.48
appliances,16,1227.92
clothing,30,1658.57
phone,2,27.78
electronics,6,243.49
perfume,3,288.87
electronics,9,339.05
perfume,3,255.16
electronics,6,260.85
electronics,11,388.39
shoes,10,1015.81
electronics,5,192.39
phone,1,16.63
clothing,2,131.02
other,18,1035.21
other,33,1971.18
other,26,1484.44
clothing,38,2108.71
other,17,1017.75
clothing,10,675.05
electronics,14,503.73
laptop,5,79.84
other,10,696.41
appliances,18,1454.58
electronics,7,254.03
shoes,7,699.78
electronics,5,190.51
clothing,11,704.2
electronics,15,559.88
shoes,6,554.19
appliances,2,122.08
other,28,1584.34
clothing,31,1760.18
books,3,147.55
appliances,4,246.27
other,32,1841.61
perfume,4,339.31
appliances,13,777.07
electronics,7,266.62
other,16,957.38
other,40,2226.53
phone,2,32.24
clothing,21,1181.77
electronics,14,495.17
clothing,6,416.3
clothing,1,67.92
clothing,28,1632.54
other,6,403.33
appliances,5,360.77
car parts,3,231.13
other,3,195.75
clothing,24,1413.62
shoes,6,533.36
shoes,2,194.3
clothing,20,1125.03
other,3,200.41
car parts,5,394.62
books,5,238.39
clothing,13,780.66
laptop,8,124.53
phone,2,32.25
clothing,38,2096.14
other,34,1971.35
clothing,40,2357.81
other,5,326.73
other,17,1003.01
clothing,33,1833.43
clothing,39,2323.69
clothing,19,1138.56
clothing,22,1210.09
shoes,8,771.12
phone,2,26.43
bag,3,240.9
other,26,1532.65
other,16,939.71
laptop,6,81.23
shoes,4,330.19
clothing,10,654.45
shoes,1,88.17
clothing,38,2185.23
perfume,2,199.48
clothing,29,1724.36
clothing,5,331.97
other,22,1297.52
shoes,10,805.08
clothing,31,1785.23
other,8,539.27
appliances,18,1129.2
shoes,5,543.79
appliances,7,471.88
perfume,1,90.18
other,26,1544.35
clothing,5,337.84
clothing,17,952.72
other,32,1775.07
other,26,1496.76
laptop,7,112.81
other,21,1188.01
shoes,7,740.14
shoes,10,960.33
perfume,2,160.81
clothing,11,681.69
bag,4,327.31
clothing,22,1259.44
clothing,9,608.99
clothing,39,2145.86
other,18,1055.03
appliances,6,349.77
other,1,69.65
electronics,12,420.46
other,40,2356.44
other,1,68.71
clothing,33,1946.6
clothing,10,655.25
other,33,1856.5
other,26,1506.81
perfume,5,372.19
electronics,10,360.32
clothing,3,207.32
other,38,2227.82
electronics,9,404.2
car parts,17,1176.42
clothing,22,1315.42
clothing,38,2277.9
electronics,13,474.94
clothing,27,1608.98
appliances,20,1392.35
electronics,15,533.57
other,38,2107.23
clothing,17,979.81
other,3,207.93
phone,3,47.66
appliances,9,639.6
other,1,65.33
electronics,1,36.05
clothing,29,1681.78
clothing,1,67.15
other,5,337.28
phone,2,29.53
electronics,15,564.88
electronics,7,263.38
clothing,20,1175.87
laptop,2,27.03
other,38,2261.22
clothing,36,2083.61
other,8,520.03
perfume,4,306.28
electronics,6,219.42
clothing,13,804.71
clothing,28,1622.76
clothing,16,920.93
bag,1,81.75
clothing,17,972.09
clothing,19,1054.96
shoes,7,620.49
clothing,28,1558.45
clothing,11,690.67
other,19,1082.89
other,35,2053.0
shoes,2,168.38
clothing,10,693.72
perfume,1,72.9
bag,1,77.57
laptop,6,83.44
bag,1,71.72
laptop,7,99.35
clothing,35,1964.32
other,8,532.52
other,40,2364.11
other,6,416.81
other,6,394.07
other,25,1494.33
phone,3,42.16
bag,6,482.74
clothing,40,2200.48
phone,1,15.27
car parts,8,613.38
clothing,11,667.87
electronics,12,426.95
electronics,8,285.35
car parts,14,1256.03
clothing,25,1424.49
laptop,8,119.35
clothing,33,1866.81
laptop,8,125.91
clothing,13,791.25
electronics,8,320.09
laptop,3,41.15
books,2,95.35
phone,2,30.43
electronics,8,319.06
other,24,1397.4
clothing,3,195.49
clothing,13,785.49
clothing,23,1266.56
clothing,24,1367.66
electronics,7,305.01
shoes,1,87.48
bag,4,298.24
clothing,7,466.01
electronics,9,344.72
laptop,4,57.98
other,36,2084.86
car parts,13,983.22
clothing,3,198.16
laptop,7,93.55
clothing,35,1974.6
phone,2,27.2
clothing,7,484.87
clothing,20,1133.81
shoes,3,328.39
shoes,7,684.54
car parts,11,858.55
other,27,1581.72
books,5,228.25
other,32,1850.39
other,20,1140.35
other,2,136.62
books,3,141.86
clothing,6,390.27
perfume,5,382.65
electronics,14,518.79
clothing,8,540.67
clothing,17,985.04
laptop,7,105.35
perfume,2,156.68
electronics,10,363.11
phone,1,13.69
clothing,20,1114.97
phone,3,49.38
laptop,3,41.02
phone,3,45.52
appliances,18,1220.73
other,36,2053.42
shoes,2,219.49
perfume,1,93.43
other,27,1536.92
clothing,22,1253.99
other,4,267.24
clothing,7,463.06
bag,5,432.57
clothing,31,1727.84
clothing,24,1433.89
other,7,464.16
other,38,2276.67
appliances,8,466.59
clothing,11,666.68
clothing,37,2193.62
shoes,2,217.84
electronics,1,44.46
other,9,587.81
clothing,33,1879.16
clothing,27,1570.52
clothing,34,1898.36
perfume,5,442.5
laptop,5,66.15
other,16,907.38
clothing,14,854.96
electronics,7,249.51
clothing,34,1921.58
other,9,586.74
other,38,2119.22
other,38,2266.73
other,16,887.76
electronics,15,585.22
clothing,27,1552.44
other,39,2205.16
other,8,520.54
other,13,825.12
shoes,3,318.93
electronics,14,515.11
electronics,2,71.67
bag,2,129.22
clothing,3,205.93
clothing,16,915.77
shoes,2,211.7
shoes,3,278.47
bag,3,198.1
bag,5,358.03
clothing,14,864.89
shoes,1,98.62
other,22,1215.55
clothing,10,665.2
clothing,8,557.22
perfume,3,235.05
books,4,208.06
shoes,5,494.43
other,13,839.5
perfume,2,148.86
clothing,23,1316.0
clothing,16,947.01
other,18,1004.71
other,17,992.25
clothing,30,1663.27
clothing,4,271.8
shoes,9,759.08
other,27,1573.27
clothing,19,1137.01
clothing,18,1053.71
clothing,1,65.65
other,34,1964.88
clothing,30,1666.76
other,15,962.83
other,18,1046.16
phone,2,31.24
other,31,1793.97
clothing,9,589.15
clothing,16,915.23
electronics,7,253.88
clothing,36,2065.67
electronics,15,584.59
clothing,18,1006.02
shoes,9,905.44
other,7,483.67
other,34,1893.58
laptop,8,134.24
clothing,37,2119.7
bag,1,67.48
clothing,19,1125.32
other,16,958.43
laptop,10,148.86
perfume,5,460.16
laptop,10,140.8
appliances,16,972.04
books,1,41.43
clothing,2,137.72
other,36,2044.36
other,22,1272.43
clothing,13,784.99
clothing,20,1144.61
shoes,7,723.39
other,18,1078.77
electronics,11,406.63
other,39,2286.39
electronics,6,218.8
clothing,31,1712.38
electronics,15,551.66
clothing,3,205.99
perfume,3,246.86
other,16,905.97
electronics,8,285.98
clothing,36,2106.39
clothing,5,340.84
clothing,9,620.26
clothing,3,200.32
clothing,27,1496.42
electronics,12,427.38
clothing,36,2022.04
other,9,607.01
clothing,14,848.64
clothing,7,489.13
clothing,1,65.88
appliances,14,923.92
clothing,18,1031.04
electronics,15,590.7
other,14,879.46
clothing,16,926.38
electronics,2,87.79
phone,3,42.98
electronics,11,427.5
appliances,8,499.16
clothing,18,1066.94
electronics,11,431.22
laptop,2,26.5
appliances,16,1142.78
phone,1,15.37
laptop,7,104.05
clothing,33,1901.84
electronics,15,587.58
electronics,1,43.9
other,23,1339.59
appliances,15,881.43
electronics,3,117.05
clothing,7,467.46
books,5,224.77
clothing,18,994.1
clothing,11,699.83
clothing,3,200.04
shoes,4,424.93
phone,1,16.34
clothing,30,1776.01
clothing,29,1625.49
clothing,9,605.59
clothing,14,890.39
other,20,1172.67
phone,2,31.26
clothing,5,346.68
phone,1,14.3
other,1,66.57
clothing,3,206.89
electronics,11,402.36
phone,2,31.44
clothing,11,698.69
clothing,10,685.57
other,28,1673.52
clothing,11,671.05
other,34,2034.44
shoes,9,855.13
bag,5,373.21
perfume,5,453.98
books,4,195.31
clothing,39,2162.24
electronics,10,405.58
clothing,29,1724.6
other,40,2332.99
phone,2,27.24
other,17,972.65
electronics,15,569.51
shoes,1,81.82
clothing,19,1058.04
other,35,1939.71
other,6,417.15
perfume,1,71.42
laptop,4,57.95
appliances,8,525.17
shoes,9,842.25
bag,1,81.67
electronics,7,270.71
appliances,19,1474.48
shoes,3,286.3
clothing,12,741.5
electronics,4,140.7
laptop,5,83.0
appliances,17,1323.02
perfume,5,358.73
perfume,2,158.93
electronics,2,85.36
other,35,1938.91
clothing,17,953.44
other,9,613.8
phone,1,14.32
other,14,902.96
clothing,15,948.62
shoes,2,184.1
electronics,10,355.22
other,28,1660.92
shoes,9,926.8
clothing,21,1241.76
other,18,1056.86
car parts,13,1144.24
clothing,1,66.43
laptop,2,29.96
perfume,1,79.03
clothing,11,680.16
laptop,3,42.34
clothing,13,808.27
other,7,468.58
other,35,2012.1
electronics,1,38.62
laptop,2,31.83
shoes,6,556.79
other,8,521.75
laptop,10,138.9
electronics,13,502.63
other,11,674.71
clothing,10,677.23
electronics,10,444.05
electronics,5,191.63
other,5,327.28
clothing,19,1078.11
electronics,13,514.54
clothing,25,1401.86
other,33,1898.99
other,2,131.73
clothing,4,276.25
clothing,17,1001.39
perfume,4,300.57
other,22,1306.94
clothing,34,1931.46
other,10,695.09
other,37,2145.61
clothing,27,1563.6
clothing,18,995.93
electronics,6,237.51
other,4,276.57
other,11,664.59
laptop,8,110.89
shoes,9,753.36
shoes,8,864.14
clothing,14,906.2
clothing,39,2221.86
perfume,5,373.43
other,23,1373.06
laptop,2,33.6
laptop,10,165.49
clothing,5,334.58
clothing,4,269.29
appliances,13,801.91
other,34,2010.25
clothing,36,2130.45
appliances,1,58.36
other,17,938.32
bag,6,446.83
clothing,31,1736.95
other,16,901.35
electronics,7,263.94
shoes,4,368.35
electronics,2,73.92
other,16,923.35
clothing,5,339.55
clothing,26,1439.53
electronics,5,207.73
shoes,9,777.1
electronics,11,421.76
shoes,5,401.84
other,11,710.01
clothing,27,1536.91
laptop,4,64.45
other,34,1912.95
other,7,467.32
other,17,951.9
clothing,3,202.99
phone,2,29.44
bag,6,402.63
other,23,1335.02
bag,3,261.62
laptop,2,26.62
clothing,15,949.55
shoes,6,528.23
other,12,774.04
other,2,139.45
shoes,8,716.6
other,27,1486.07
laptop,6,98.75
electronics,14,541.91
electronics,15,528.8
appliances,8,494.46
shoes,6,517.83
clothing,33,1973.49
electronics,14,550.83
books,3,116.8
shoes,3,242.58
other,4,266.4
shoes,6,621.42
clothing,4,268.58
car parts,12,1054.26
clothing,14,847.65
clothing,23,1284.06
clothing,34,1993.69
other,21,1178.39
perfume,1,83.44
other,15,943.35
phone,1,15.96
clothing,39,2244.96
other,30,1747.3
shoes,2,184.98
electronics,10,350.43
books,2,79.92
electronics,11,420.73
shoes,8,875.91
clothing,26,1531.77
electronics,4,171.25
clothing,27,1500.49
perfume,1,88.41
bag,5,369.63
laptop,9,126.22
laptop,7,94.25
car parts,6,453.34
other,33,1937.62
perfume,5,385.34
shoes,9,815.61
perfume,1,80.09
appliances,7,501.52
phone,1,16.44
electronics,6,251.68
laptop,3,43.43
electronics,14,492.68
electronics,15,571.71
clothing,25,1386.97
other,32,1876.73
other,19,1051.14
phone,3,48.69
clothing,27,1502.35
appliances,20,1613.87
shoes,7,672.3
other,23,1379.48
clothing,4,273.72
clothing,39,2260.43
clothing,8,538.97
perfume,5,377.41
other,35,2050.31
other,15,971.92
other,31,1771.87
other,2,138.92
electronics,13,511.85
car parts,9,614.45
clothing,11,679.11
bag,5,313.2
electronics,3,107.5
clothing,29,1736.5
other,22,1274.32
other,6,414.02
other,3,207.58
shoes,5,539.23
clothing,35,2063.2
other,3,199.52
phone,3,40.04
clothing,22,1224.01
clothing,26,1518.21
other,3,199.94
electronics,2,88.8
clothing,9,626.25
other,2,130.37
appliances,7,553.85
perfume,1,78.8
electronics,4,173.19
other,26,1501.23
perfume,1,92.3
phone,1,14.8
other,30,1785.56
clothing,14,894.09
clothing,12,726.96
laptop,6,82.95
perfume,3,239.2
clothing,28,1555.97
electronics,3,108.47
other,7,478.25
other,32,1868.7
other,36,2052.28
electronics,3,130.12
electronics,9,331.1
phone,2,32.37
shoes,1,83.81
clothing,20,1111.47
perfume,1,82.76
laptop,9,140.61
laptop,7,95.16
other,31,1756.01
perfume,5,382.65
shoes,9,869.66
clothing,3,204.79
clothing,24,1427.99
electronics,2,80.05
clothing,24,1422.8
other,2,136.32
electronics,1,39.94
electronics,10,368.3
electronics,2,71.32
phone,2,26.75
electronics,15,554.81
clothing,29,1666.28
car parts,8,708.85
other,39,2241.13
shoes,10,861.53
bag,4,297.14
laptop,8,110.7
perfume,3,215.78
phone,3,42.89
electronics,10,388.69
shoes,8,831.82
clothing,34,1882.68
other,35,1932.65
laptop,8,110.65
electronics,10,448.02
clothing,22,1234.83
electronics,5,201.44
clothing,33,1958.08
perfume,5,465.68
electronics,14,540.8
clothing,12,769.73
perfume,1,83.29
clothing,15,927.93
other,10,671.61
laptop,8,133.95
other,36,1987.29
bag,1,83.92
other,2,137.69
car parts,18,1304.6
clothing,8,533.48
other,27,1558.96
books,1,41.71
electronics,3,130.56
shoes,5,522.96
electronics,12,467.41
clothing,39,2336.71
clothing,39,2212.39
appliances,8,531.72
perfume,5,440.37
clothing,36,2038.97
laptop,6,87.7
phone,2,31.17
bag,6,448.11
clothing,10,677.37
appliances,19,1320.15
electronics,6,243.33
clothing,10,697.4
other,23,1374.63
electronics,3,105.22
other,18,1054.39
clothing,36,2091.14
other,25,1423.61
other,5,325.64
appliances,7,554.47
clothing,31,1781.24
phone,1,13.82
shoes,3,306.96
laptop,10,150.56
other,22,1227.92
books,1,39.09
other,13,799.29
laptop,8,133.91
electronics,4,154.86
electronics,13,504.66
other,33,1886.15
other,3,203.95
perfume,2,164.64
other,15,950.74
clothing,33,1978.63
other,26,1555.08
appliances,13,967.95
clothing,4,260.74
clothing,25,1377.57
electronics,2,81.04
clothing,13,813.34
phone,2,30.11
phone,1,16.58
clothing,5,341.89
other,4,276.95
electronics,5,221.23
clothing,39,2290.85
clothing,21,1159.8
clothing,27,1556.8
laptop,10,166.41
clothing,38,2212.6
bag,6,412.6
other,10,697.09
clothing,24,1343.99
clothing,18,1079.19
other,32,1760.57
other,39,2202.51
other,11,695.34
clothing,29,1650.14
perfume,4,289.47
laptop,8,124.24
shoes,10,1031.3
clothing,2,135.4
electronics,2,78.65
shoes,8,744.52
shoes,8,813.55
appliances,2,128.47
books,5,242.66
shoes,10,1098.34
clothing,17,941.44
clothing,34,1927.17
shoes,5,530.55
clothing,13,820.85
clothing,30,1774.23
clothing,9,614.45
bag,3,220.65
other,11,695.98
clothing,26,1486.85
clothing,35,1954.9
appliances,15,931.62
clothing,11,698.71
shoes,2,205.78
electronics,1,43.78
other,15,971.05
laptop,5,67.34
phone,3,49.59
other,30,1777.1
other,37,2068.96
books,4,212.58
clothing,14,903.8
other,35,1961.19
other,17,941.28
electronics,12,448.9
bag,5,313.41
other,10,673.68
perfume,3,272.45
electronics,14,495.91
clothing,18,1062.89
other,4,270.05
clothing,14,871.41
shoes,2,196.55
other,35,2037.56
clothing,10,684.4
appliances,16,1127.61
shoes,3,274.1
appliances,3,229.31
clothing,11,661.04
electronics,15,561.31
other,38,2170.3
electronics,3,121.79
clothing,13,838.27
other,27,1613.93
clothing,35,2003.46
other,32,1847.45
laptop,9,142.67
clothing,28,1646.97
perfume,2,159.73
perfume,5,458.83
clothing,8,524.59
phone,1,15.49
electronics,6,219.87
other,22,1249.58
clothing,29,1656.21
bag,1,84.55
other,38,2157.8
electronics,11,390.99
other,8,554.14
other,4,271.08
other,32,1834.5
clothing,26,1471.35
electronics,13,476.11
clothing,1,65.79
other,1,69.23
other,10,679.8
clothing,11,700.89
clothing,23,1288.33
other,11,668.67
clothing,26,1545.57
shoes,6,532.38
clothing,22,1253.51
electronics,8,286.98
appliances,9,670.02
other,10,657.2
shoes,9,837.96
shoes,3,327.82
clothing,37,2058.48
clothing,37,2184.87
other,30,1709.01
laptop,2,29.44
electronics,9,331.01
laptop,6,87.84
clothing,40,2255.55
electronics,5,220.72
laptop,2,28.68
bag,2,160.58
perfume,1,80.8
perfume,1,82.92
bag,6,378.01
shoes,9,854.34
other,39,2218.04
shoes,5,521.8
electronics,5,190.09
electronics,5,176.26
perfume,3,221.4
phone,3,40.92
electronics,11,436.04
clothing,6,392.01
other,29,1732.25
electronics,9,390.27
other,3,203.16
shoes,8,842.59
clothing,12,758.97
clothing,35,2043.5
other,25,1492.74
other,35,2073.18
laptop,4,66.5
clothing,40,2214.64
other,25,1473.28
laptop,3,49.1
shoes,8,718.7
other,35,1985.6
other,35,2061.99
clothing,40,2227.29
electronics,7,259.6
electronics,12,477.67
phone,1,14.62
other,37,2186.13
clothing,3,205.27
laptop,10,165.22
other,34,1882.53
clothing,12,724.23
shoes,4,360.23
other,18,1064.17
perfume,3,236.02
laptop,8,129.28
other,40,2292.45
other,30,1676.43
electronics,1,43.02
shoes,3,286.63
other,35,1953.83
clothing,22,1313.79
perfume,3,270.53
other,34,1967.25
other,38,2122.01
other,9,599.43
other,40,2268.21
other,16,933.34
electronics,3,125.3
shoes,10,967.31
phone,2,31.1
phone,1,15.94
perfume,2,152.57
electronics,15,570.15
appliances,4,258.44
other,11,661.87
other,21,1212.89
clothing,22,1291.11
shoes,8,798.38
clothing,22,1294.85
other,37,2116.32
clothing,38,2196.78
clothing,15,916.06
other,39,2156.19
laptop,7,110.16
clothing,33,1856.34
clothing,26,1505.93
other,2,130.17
bag,4,303.65
electronics,7,314.92
bag,5,439.23
other,40,2241.86
other,32,1786.32
laptop,6,94.82
phone,1,13.62
clothing,20,1142.05
electronics,2,73.07
perfume,5,461.26
phone,1,14.05
appliances,4,240.9
appliances,20,1552.46
other,4,270.69
clothing,22,1289.71
electronics,5,201.38
laptop,3,49.48
phone,1,13.81
other,6,392.6
other,30,1726.11
clothing,21,1235.55
clothing,14,872.68
shoes,6,484.18
electronics,4,152.43
phone,2,33.08
shoes,9,791.37
clothing,28,1559.16
other,21,1249.56
clothing,40,2353.23
other,10,652.81
shoes,2,176.89
other,6,403.02
clothing,23,1281.04
clothing,25,1473.47
electronics,2,74.5
shoes,9,831.63
other,4,271.42
electronics,14,516.7
clothing,31,1819.6
clothing,24,1396.82
clothing,33,1941.42
electronics,14,512.3
laptop,8,112.27
clothing,9,627.68
appliances,18,1313.88
phone,2,33.19
other,21,1213.49
perfume,5,372.2
electronics,13,478.75
laptop,10,143.88
other,20,1142.95
perfume,2,188.09
other,22,1235.56
electronics,12,447.4
perfume,3,266.42
electronics,6,239.78
shoes,7,623.24
bag,3,236.22
laptop,6,84.71
clothing,9,623.06
other,40,2319.07
appliances,3,207.39
phone,2,30.4
books,1,39.69
clothing,1,66.34
perfume,1,79.01
clothing,20,1117.78
other,15,933.09
electronics,15,596.97
clothing,16,905.56
clothing,8,544.2
laptop,7,100.95
clothing,1,67.39
other,31,1786.8
clothing,14,891.81
electronics,7,276.59
electronics,3,122.84
shoes,5,501.88
other,34,2000.1
electronics,7,313.36
other,40,2359.42
car parts,18,1422.28
clothing,15,943.18
other,29,1721.76
shoes,5,438.75
electronics,3,129.14
shoes,3,247.21
other,33,1926.8
books,2,106.64
appliances,10,662.76
clothing,5,347.51
electronics,13,479.99
phone,3,40.95
electronics,14,490.03
clothing,9,605.5
clothing,5,346.09
clothing,39,2207.99
clothing,1,66.83
electronics,10,419.23
clothing,25,1488.07
shoes,2,167.55
electronics,7,248.13
other,11,701.87
clothing,36,2011.56
other,2,135.03
electronics,13,505.37
other,34,1930.32
shoes,8,800.65
clothing,12,765.9
perfume,4,290.84
other,17,940.78
shoes,6,592.43
electronics,5,194.88
other,25,1385.92
clothing,37,2142.21
bag,3,246.74
clothing,6,408.24
electronics,13,474.91
perfume,4,397.11
other,36,2151.85
clothing,7,467.95
other,36,1997.0
perfume,4,365.66
bag,6,523.0
other,5,336.55
other,14,865.86
clothing,14,852.41
appliances,19,1460.18
bag,1,68.81
other,12,728.92
clothing,37,2043.92
appliances,7,430.27
shoes,3,291.09
bag,6,523.4
other,21,1165.53
shoes,10,1010.71
clothing,20,1148.07
clothing,36,1980.59
clothing,11,661.85
other,24,1370.06
shoes,4,376.1
laptop,10,140.18
clothing,36,2141.07
appliances,9,616.65
other,32,1869.38
shoes,8,714.48
shoes,8,874.66
clothing,26,1434.4
other,2,136.95
electronics,5,224.77
perfume,5,399.08
phone,2,27.78
electronics,12,449.39
clothing,29,1738.5
electronics,14,494.45
perfume,4,376.14
clothing,37,2099.17
clothing,5,346.53
clothing,22,1259.85
clothing,39,2281.81
other,34,1910.48
appliances,4,235.03
clothing,21,1157.7
clothing,36,2150.6
bag,5,411.22
clothing,10,656.58
clothing,7,479.61
clothing,24,1412.09
other,4,261.13
electronics,3,117.6
clothing,3,201.64
other,36,2089.15
other,30,1727.22
electronics,9,385.08
perfume,4,296.75
other,14,885.67
shoes,6,508.64
shoes,6,622.13
clothing,35,2056.7
other,4,279.72
laptop,2,27.39
clothing,18,1000.38
books,2,82.25
appliances,3,229.09
phone,3,42.02
other,30,1652.45
clothing,11,669.44
bag,6,400.31
electronics,15,526.93
perfume,1,98.9
laptop,4,55.52
laptop,7,102.99
shoes,2,215.74
other,31,1715.58
other,33,1910.77
clothing,40,2372.31
phone,1,15.67
electronics,8,308.57
clothing,38,2183.88
other,39,2213.54
bag,2,124.87
other,10,660.68
shoes,2,193.22
clothing,8,545.45
perfume,4,289.56
other,9,607.67
clothing,39,2221.59
laptop,3,49.35
clothing,25,1407.56
other,9,625.12
appliances,2,136.25
clothing,3,197.11
other,22,1304.74
shoes,9,790.8
laptop,5,72.97
clothing,40,2299.1
shoes,4,428.16
clothing,37,2045.71
clothing,25,1392.98
other,35,1941.52
clothing,12,746.54
other,20,1198.06
laptop,3,45.72
clothing,19,1097.24
clothing,6,402.99
other,36,2156.06
shoes,9,799.39
clothing,22,1234.03
perfume,5,445.92
shoes,3,320.94
clothing,19,1081.21
other,2,134.57
phone,3,40.16
clothing,24,1436.91
car parts,14,1175.33
shoes,2,197.31
phone,3,40.33
shoes,4,387.17
shoes,10,983.64
electronics,3,126.44
laptop,9,143.36
phone,1,13.86
clothing,30,1685.44
clothing,18,1041.85
clothing,23,1267.25
electronics,9,354.02
other,20,1129.13
laptop,4,65.79
clothing,2,130.92
other,5,345.26
perfume,2,161.87
clothing,31,1731.89
appliances,14,1082.31
clothing,40,2314.25
clothing,15,932.41
electronics,5,194.93
clothing,39,2146.02
electronics,8,358.99
shoes,2,160.02
other,38,2197.32
clothing,15,964.15
clothing,19,1070.58
electronics,15,592.49
clothing,21,1192.58
other,11,709.69
phone,3,45.34
electronics,1,39.6
clothing,19,1046.06
clothing,4,268.89
clothing,40,2234.16
other,26,1456.09
bag,5,425.77
appliances,15,917.29
other,20,1139.75
electronics,6,226.55
other,23,1362.38
other,28,1558.83
phone,1,15.98
other,7,477.68
clothing,17,975.94
other,1,68.77
clothing,36,2043.86
clothing,8,559.31
laptop,10,162.33
clothing,14,883.49
clothing,27,1562.42
electronics,2,71.13
other,18,1011.39
laptop,3,47.77
other,28,1671.95
electronics,9,333.16
clothing,7,459.39
phone,3,45.98
other,7,485.53
clothing,2,139.11
perfume,1,95.59
books,1,45.21
other,13,788.77
electronics,7,270.5
other,16,881.29
clothing,15,912.02
other,4,271.52
phone,2,27.65
other,34,1910.44
bag,4,326.14
other,26,1514.84
clothing,13,816.28
clothing,37,2133.93
other,23,1361.74
electronics,9,370.01
shoes,8,769.31
other,28,1677.74
electronics,8,286.23
clothing,8,545.74
electronics,6,248.44
clothing,13,809.89
electronics,3,129.07
phone,2,31.72
appliances,14,1110.3
perfume,4,283.41
phone,1,16.77
other,5,325.14
electronics,14,536.5
clothing,31,1823.23
clothing,4,275.75
books,4,169.03
other,7,470.49
other,22,1218.32
electronics,1,43.07
laptop,3,44.28
clothing,38,2169.1
other,30,1660.39
clothing,17,936.93
clothing,17,994.11
electronics,9,369.66
laptop,10,167.7
clothing,37,2181.62
laptop,6,82.6
electronics,6,257.64
clothing,5,325.55
other,12,758.03
clothing,40,2284.64
electronics,1,42.26
phone,2,32.35
electronics,10,426.35
phone,2,26.99
laptop,10,154.45
books,2,89.81
electronics,4,177.44
other,29,1649.92
shoes,7,567.52
other,36,2054.82
shoes,2,182.62
other,25,1492.1
bag,2,152.39
clothing,19,1056.47
bag,4,336.93
other,18,1070.93
clothing,12,750.42
laptop,8,133.65
clothing,33,1899.16
shoes,10,915.27
other,37,2110.79
appliances,20,1337.52
other,1,66.52
clothing,17,947.79
clothing,28,1562.46
phone,3,41.52
clothing,14,840.14
other,33,1827.08
other,35,2018.65
phone,1,16.29
clothing,4,265.15
phone,3,40.51
shoes,1,82.68
electronics,11,392.86
electronics,2,80.51
phone,3,44.24
bag,1,84.36
clothing,40,2296.71
electronics,10,378.26
electronics,13,481.17
electronics,15,534.37
clothing,8,534.81
clothing,29,1628.98
bag,6,386.96
phone,3,41.76
electronics,5,181.99
appliances,17,1091.21
clothing,5,333.2
books,4,156.83
perfume,3,210.06
electronics,3,133.49
laptop,9,120.38
bag,3,223.17
electronics,12,460.6
appliances,19,1459.41
books,5,247.78
other,1,66.09
electronics,1,38.34
phone,2,30.54
electronics,7,274.1
other,31,1720.67
shoes,3,274.0
phone,2,31.28
electronics,5,191.39
electronics,2,77.56
laptop,3,49.85
appliances,17,1010.65
perfume,5,473.48
other,11,677.45
electronics,7,307.07
electronics,9,334.16
clothing,26,1446.05
electronics,11,392.15
appliances,16,1018.9
shoes,1,81.3
other,38,2114.18
other,8,537.51
other,6,406.77
laptop,8,128.32
clothing,28,1674.34
clothing,36,2025.93
electronics,3,106.27
other,36,2156.9
electronics,6,247.73
shoes,6,583.35
clothing,30,1673.72
electronics,14,505.83
phone,3,45.09
electronics,3,109.48
other,3,209.15
perfume,4,282.49
shoes,5,498.37
phone,2,27.24
other,16,886.1
shoes,10,911.25
other,18,1057.75
other,20,1122.16
clothing,29,1674.46
clothing,36,2033.25
other,25,1495.48
clothing,23,1274.93
electronics,4,155.75
phone,2,28.97
other,35,2056.87
clothing,33,1862.11
bag,2,143.6
other,26,1535.49
electronics,9,326.9
clothing,3,199.16
perfume,2,159.42
books,4,168.25
other,34,1919.69
other,37,2150.69
clothing,2,136.49
electronics,2,89.42
clothing,5,349.09
clothing,8,526.87
electronics,13,480.54
car parts,10,918.24
other,39,2300.54
electronics,3,116.55
car parts,9,690.59
shoes,2,217.98
clothing,31,1732.55
shoes,1,98.2
other,16,886.75
clothing,17,987.7
other,33,1853.8
clothing,22,1264.84
laptop,2,26.98
appliances,12,901.41
appliances,9,657.45
laptop,9,129.91
clothing,8,549.5
electronics,7,290.27
other,3,208.47
perfume,3,258.02
other,37,2066.91
other,5,345.07
other,31,1757.95
perfume,1,86.56
laptop,4,60.95
shoes,10,946.16
electronics,13,457.12
electronics,1,42.57
electronics,15,594.21
