category,weight,cost
shoes,7,766.04
bag,1,71.98
clothing,14,891.19
appliances,20,1247.51
other,14,898.37
laptop,10,146.41
shoes,2,169.18
other,32,1800.22
other,11,666.33
electronics,12,463.57
shoes,8,658.89
clothing,33,1959.91
other,36,2087.21
laptop,5,81.36
shoes,3,252.51
electronics,2,74.16
other,24,1436.73
appliances,10,788.15
electronics,14,540.14
clothing,12,738.0
other,25,1470.8
perfume,3,286.61
clothing,23,1311.61
electronics,5,181.19
electronics,10,412.3
other,25,1376.89
clothing,30,1764.27
appliances,10,591.44
other,25,1476.13
phone,3,49.08
other,12,723.35
shoes,6,609.24
shoes,10,1081.53
other,19,1045.98
shoes,8,705.68
other,40,2229.07
clothing,5,349.82
other,22,1238.7
clothing,11,706.74
perfume,1,73.33
electronics,2,83.17
other,36,2056.3
clothing,19,1129.94
perfume,1,85.52
clothing,20,1139.07
phone,3,46.21
other,4,278.42
shoes,5,425.96
phone,1,15.46
shoes,8,787.12
other,9,625.05
electronics,12,439.07
perfume,5,357.5
other,16,917.49
books,1,40.85
phone,2,29.85
bag,6,490.2
other,2,139.52
electronics,11,397.42
electronics,12,447.32
phone,1,16.15
electronics,4,140.78
other,29,1687.63
other,39,2151.06
shoes,7,593.25
other,5,331.57
clothing,21,1222.12
shoes,4,345.3
other,3,206.18
clothing,9,598.59
clothing,15,916.32
other,38,2222.47
electronics,2,84.83
perfume,2,156.12
shoes,7,663.45
electronics,15,574.07
other,23,1333.06
electronics,1,40.59
clothing,29,1597.21
electronics,6,225.25
clothing,20,1129.25
other,26,1507.01
clothing,19,1069.68
clothing,11,665.01
clothing,23,1300.48
clothing,20,1152.15
perfume,3,249.53
other,20,1134.82
clothing,25,1382.62
phone,1,14.86
electronics,4,170.39
other,9,616.29
other,5,332.81
electronics,13,467.22
laptop,8,121.18
perfume,3,248.46
other,11,705.72
electronics,8,312.86
shoes,7,661.29
perfume,3,260.37
phone,2,33.49
electronics,1,40.74
clothing,36,2031.57
other,12,750.65
shoes,6,567.56
other,14,856.27
phone,2,28.01
laptop,6,93.33
perfume,4,316.23
other,12,777.59
electronics,9,371.44
clothing,1,69.45
other,16,888.8
bag,1,73.69
other,24,1389.1
other,6,405.79
other,31,1784.69
other,13,804.01
clothing,6,408.64
clothing,38,2262.97
other,34,1992.24
other,21,1181.57
clothing,9,624.92
perfume,1,80.93
other,38,2260.74
other,16,949.02
other,28,1602.01
other,33,1920.95
clothing,34,1932.76
phone,3,47.66
clothing,7,459.81
shoes,9,956.88
other,16,895.82
clothing,14,844.82
electronics,6,249.08
clothing,5,344.66
other,28,1596.58
other,27,1489.36
clothing,7,487.9
bag,1,84.66
other,36,2107.31
clothing,30,1655.12
clothing,40,2267.68
shoes,9,879.7
other,20,1185.68
clothing,30,1755.99
phone,2,29.94
electronics,11,424.16
phone,1,15.44
perfume,5,444.88
shoes,4,379.22
appliances,3,213.89
other,17,1015.91
clothing,13,784.31
clothing,3,199.27
clothing,13,786.23
clothing,33,1910.61
other,22,1248.17
books,3,148.41
appliances,1,69.6
shoes,3,273.45
clothing,7,457.38
clothing,10,683.04
clothing,27,1551.83
other,7,477.06
other,17,1002.31
other,38,2121.09
electronics,1,35.48
clothing,26,1507.05
other,16,893.92
clothing,34,1932.82
clothing,9,602.45
perfume,3,239.92
clothing,21,1196.0
clothing,38,2174.47
clothing,12,748.2
clothing,25,1430.98
clothing,2,134.24
clothing,40,2342.46
laptop,3,43.55
clothing,14,874.26
other,20,1132.58
clothing,37,2094.03
clothing,15,963.89
electronics,6,237.77
clothing,25,1400.18
bag,1,64.48
laptop,4,55.68
clothing,39,2294.47
other,27,1587.1
shoes,6,646.87
clothing,20,1116.94
clothing,26,1531.73
other,20,1160.38
electronics,7,263.27
laptop,4,57.25
other,33,1938.41
other,13,833.47
other,4,276.0
shoes,10,958.23
bag,2,179.55
other,30,1681.13
electronics,8,350.7
electronics,14,541.15
phone,2,27.24
shoes,9,734.1
electronics,6,236.82
clothing,31,1857.08
phone,2,31.28
other,6,399.08
other,12,720.49
car parts,15,1119.74
other,22,1242.61
electronics,2,83.77
other,25,1381.92
bag,3,249.62
laptop,10,153.27
clothing,27,1507.48
other,7,461.65
other,24,1358.01
clothing,26,1492.61
phone,3,43.84
other,19,1058.35
perfume,3,243.49
appliances,13,850.15
other,21,1225.43
shoes,6,607.44
clothing,38,2176.71
shoes,7,590.52
clothing,37,2094.9
electronics,6,261.36
shoes,3,246.17
other,25,1414.33
other,38,2097.46
clothing,7,487.4
other,6,412.23
clothing,30,1702.01
perfume,4,331.25
bag,6,429.06
electronics,15,569.98
clothing,18,1027.81
clothing,19,1123.13
other,22,1237.13
electronics,7,256.92
clothing,37,2192.78
clothing,7,458.1
other,35,2058.43
clothing,37,2154.87
other,16,930.25
electronics,13,509.85
perfume,5,470.27
laptop,3,47.38
other,23,1329.09
perfume,5,489.62
clothing,26,1441.33
perfume,5,481.52
shoes,8,829.92
clothing,16,955.23
clothing,14,895.73
other,25,1432.41
clothing,11,710.06
laptop,2,27.72
bag,3,235.91
electronics,7,246.03
phone,3,41.68
appliances,1,66.88
electronics,3,107.79
other,18,1051.7
electronics,2,80.79
clothing,8,539.02
books,4,156.39
laptop,6,87.34
laptop,9,139.13
other,21,1229.11
electronics,14,535.89
clothing,38,2142.61
car parts,8,620.86
other,19,1084.99
other,26,1496.09
clothing,13,832.35
electronics,8,347.41
clothing,38,2114.82
perfume,5,425.32
electronics,5,187.65
clothing,26,1526.34
phone,2,28.06
electronics,11,430.42
clothing,8,523.19
clothing,27,1491.99
shoes,7,712.35
shoes,10,880.85
other,40,2287.7
other,2,136.06
other,36,2068.74
clothing,22,1265.94
clothing,8,554.67
clothing,25,1473.9
clothing,23,1344.58
laptop,2,29.79
clothing,16,936.8
electronics,5,204.51
shoes,1,92.05
laptop,3,44.73
clothing,15,972.26
other,18,1040.52
clothing,27,1525.66
phone,3,45.51
phone,3,47.02
other,7,461.64
other,37,2128.0
electronics,12,431.66
other,4,262.12
bag,4,313.84
other,14,902.81
clothing,17,937.75
appliances,3,193.24
clothing,1,65.45
books,5,236.25
shoes,10,864.31
shoes,2,161.13
laptop,2,26.56
phone,3,47.49
perfume,2,142.39
perfume,1,73.59
clothing,36,1985.0
phone,2,30.96
perfume,1,84.88
other,35,2059.53
car parts,5,453.94
perfume,5,456.58
clothing,19,1099.26
clothing,13,803.07
other,22,1268.16
other,17,954.82
perfume,1,99.39
clothing,13,839.3
clothing,4,270.18
shoes,10,833.26
books,1,42.6
other,38,2194.73
clothing,35,1947.44
other,6,409.36
other,31,1853.4
clothing,6,411.85
laptop,3,39.97
clothing,9,595.13
laptop,3,47.79
electronics,5,216.57
appliances,1,71.82
car parts,12,1052.89
appliances,1,62.53
clothing,34,1914.29
electronics,11,439.02
clothing,6,417.01
clothing,35,2092.9
other,20,1156.83
other,32,1919.33
appliances,3,236.62
laptop,5,76.17
bag,4,312.2
phone,2,30.45
other,19,1054.57
perfume,2,145.86
electronics,4,159.67
electronics,2,86.03
clothing,32,1775.76
other,8,545.63
shoes,7,757.93
clothing,37,2133.57
car parts,8,588.67
clothing,10,660.9
clothing,19,1106.81
perfume,1,74.45
shoes,2,215.05
appliances,7,508.04
other,27,1609.74
electronics,7,280.18
bag,2,126.3
other,27,1579.47
electronics,14,499.05
other,11,678.81
car parts,8,554.16
laptop,9,130.14
shoes,2,208.4
clothing,24,1412.26
other,5,333.08
appliances,15,1116.36
electronics,10,374.98
shoes,5,400.03
electronics,15,538.34
appliances,14,909.75
other,19,1052.72
electronics,10,399.42
clothing,4,279.72
clothing,7,488.16
electronics,11,429.56
shoes,6,584.24
other,23,1296.79
appliances,13,1013.85
clothing,24,1328.8
laptop,6,89.04
perfume,2,144.77
other,6,418.8
other,25,1457.61
other,24,1426.29
other,2,139.82
other,1,66.26
other,3,196.25
clothing,18,998.7
clothing,15,916.57
clothing,25,1446.19
electronics,7,292.16
perfume,3,255.66
clothing,33,1817.89
other,7,474.65
perfume,1,98.52
bag,4,349.98
other,39,2286.76
clothing,18,1004.51
books,1,46.12
other,35,1938.42
clothing,31,1733.11
other,13,817.35
electronics,2,75.38
clothing,11,690.01
clothing,10,654.84
electronics,3,106.3
clothing,10,659.42
other,35,1968.82
other,21,1231.59
perfume,5,368.74
clothing,39,2237.92
electronics,5,183.77
clothing,18,991.01
clothing,36,2060.66
other,39,2285.58
phone,1,14.18
other,7,482.52
shoes,4,387.44
other,2,131.51
phone,2,27.54
clothing,29,1666.07
appliances,6,475.36
laptop,10,144.61
electronics,15,568.54
phone,2,29.73
other,24,1328.88
bag,5,415.19
books,5,228.59
laptop,10,137.95
clothing,9,614.61
appliances,1,61.97
perfume,1,89.59
perfume,1,77.33
electronics,15,573.46
perfume,3,261.18
clothing,5,334.46
electronics,14,516.13
laptop,10,163.51
laptop,3,42.38
appliances,9,694.96
other,36,2100.1
other,30,1759.38
other,9,614.32
electronics,3,132.19
clothing,33,1820.97
shoes,10,857.77
clothing,25,1441.68
clothing,23,1315.26
other,36,2078.13
electronics,1,44.75
shoes,4,390.01
other,38,2237.1
laptop,4,53.27
clothing,40,2354.62
shoes,8,778.45
other,16,910.34
phone,2,29.47
electronics,1,36.86
other,22,1211.05
electronics,6,245.07
appliances,12,831.09
electronics,5,213.01
shoes,1,107.94
electronics,5,224.19
clothing,1,66.24
phone,3,41.31
bag,5,408.77
electronics,12,455.29
other,10,654.91
electronics,13,459.36
electronics,1,44.67
other,4,262.3
other,27,1521.31
other,15,963.39
other,18,1049.02
other,3,196.79
clothing,21,1156.88
clothing,27,1595.69
clothing,15,901.91
other,36,1995.34
clothing,38,2090.73
perfume,1,79.59
clothing,15,909.42
electronics,9,315.28
other,31,1793.68
shoes,10,1042.91
electronics,11,387.06
electronics,7,290.99
other,20,1117.08
other,32,1826.82
perfume,2,198.4
other,1,65.95
electronics,11,439.14
clothing,10,680.58
appliances,6,391.78
clothing,33,1949.43
clothing,3,204.83
other,30,1680.85
shoes,5,534.23
clothing,22,1243.0
other,26,1437.48
electronics,6,218.88
electronics,6,244.3
other,38,2173.81
appliances,13,977.81
clothing,32,1824.43
electronics,7,306.05
clothing,18,993.6
clothing,29,1685.03
clothing,14,861.8
clothing,10,678.85
electronics,6,266.31
shoes,5,514.65
other,15,908.63
phone,2,31.32
electronics,15,566.65
phone,3,48.41
other,3,208.24
other,9,604.36
electronics,7,253.32
clothing,40,2204.19
electronics,8,317.21
clothing,32,1784.37
other,11,691.95
electronics,14,536.83
clothing,20,1195.54
clothing,30,1663.52
electronics,13,492.41
clothing,8,528.07
other,16,957.97
electronics,15,588.45
other,39,2187.3
clothing,1,65.21
other,9,614.91
phone,1,13.97
books,1,44.66
phone,3,45.25
clothing,3,209.95
other,23,1371.45
clothing,10,694.01
clothing,7,459.54
shoes,1,95.57
clothing,16,947.5
electronics,4,140.39
other,15,940.58
other,32,1833.43
clothing,4,279.31
clothing,2,139.34
clothing,38,2211.3
electronics,7,248.51
clothing,10,663.54
clothing,22,1288.09
other,18,1035.75
shoes,2,164.49
electronics,6,224.31
other,39,2280.72
other,29,1610.4
electronics,10,374.61
phone,1,15.42
clothing,19,1083.98
laptop,7,101.8
shoes,4,434.47
clothing,15,971.66
clothing,25,1477.04
shoes,8,687.53
other,35,2098.95
laptop,6,90.34
other,19,1069.29
other,19,1093.21
phone,2,26.79
clothing,8,529.67
electronics,13,478.84
other,40,2392.74
shoes,2,204.12
appliances,15,997.89
books,4,184.42
bag,6,361.63
other,4,262.3
other,31,1705.89
electronics,13,491.03
other,9,588.84
clothing,37,2156.94
clothing,6,399.71
phone,3,41.24
other,36,2013.8
clothing,5,347.5
laptop,2,30.79
clothing,16,926.42
clothing,8,535.26
other,36,1983.1
shoes,8,863.74
clothing,31,1813.92
electronics,4,178.89
other,9,588.35
clothing,32,1868.61
clothing,23,1277.31
electronics,2,82.23
perfume,4,311.68
phone,3,43.93
shoes,9,857.34
other,15,943.36
appliances,3,194.84
clothing,10,667.39
electronics,4,152.77
clothing,2,136.78
appliances,8,467.64
other,22,1291.41
laptop,5,70.08
electronics,9,341.04
electronics,12,470.2
clothing,16,924.68
shoes,2,174.82
clothing,17,935.3
other,39,2318.19
shoes,9,873.45
perfume,4,345.58
electronics,3,105.77
books,5,224.91
shoes,2,188.64
other,36,1985.9
clothing,32,1789.1
other,37,2040.87
clothing,22,1252.49
perfume,5,463.33
clothing,7,471.85
clothing,18,1017.21
shoes,1,102.86
phone,2,30.36
clothing,28,1678.44
other,12,777.39
other,15,969.52
perfume,3,251.62
clothing,10,682.08
other,18,1031.37
other,23,1351.56
clothing,16,951.93
other,24,1366.2
shoes,6,493.33
appliances,13,965.73
electronics,7,268.87
other,29,1621.51
electronics,10,358.87
other,11,703.75
other,37,2171.36
other,24,1386.96
phone,1,14.39
other,9,601.21
other,27,1559.8
electronics,10,436.92
other,25,1474.22
electronics,6,244.11
perfume,2,173.49
phone,1,15.73
perfume,2,157.44
laptop,8,134.03
shoes,3,274.1
electronics,4,159.85
shoes,1,83.88
electronics,10,426.74
laptop,6,95.98
shoes,5,474.65
perfume,1,70.41
clothing,8,541.01
other,24,1335.56
appliances,6,422.33
clothing,13,781.1
other,32,1833.33
other,1,65.41
other,23,1326.05
books,5,235.07
other,9,619.75
other,34,1975.35
other,4,268.84
other,14,846.92
clothing,40,2319.43
electronics,2,86.37
other,36,1991.58
shoes,3,247.57
laptop,5,71.96
other,10,669.77
shoes,10,800.48
shoes,5,428.02
other,26,1456.39
other,29,1652.01
clothing,13,827.26
other,15,935.07
shoes,9,905.89
other,1,69.81
clothing,9,620.39
perfume,2,144.48
clothing,4,271.35
perfume,5,427.44
other,18,1045.69
clothing,17,982.19
laptop,10,164.83
clothing,14,891.67
other,29,1718.52
shoes,7,672.39
clothing,33,1951.05
clothing,35,2063.05
electronics,8,302.17
shoes,2,190.53
shoes,7,654.85
clothing,22,1237.65
electronics,5,222.0
electronics,5,181.65
perfume,5,445.08
clothing,36,2089.94
books,4,197.82
other,4,262.82
clothing,13,809.11
clothing,40,2371.94
other,6,394.29
appliances,7,452.75
other,1,69.79
clothing,22,1242.94
other,8,549.36
other,34,2030.75
shoes,1,89.01
electronics,1,42.35
clothing,34,2013.11
shoes,10,869.79
electronics,12,428.42
shoes,5,512.13
other,5,330.37
clothing,4,271.75
other,5,329.9
other,25,1481.92
perfume,3,263.85
clothing,14,841.24
phone,1,16.58
electronics,11,401.1
clothing,33,1863.72
electronics,8,349.05
other,21,1236.81
other,4,271.0
clothing,40,2291.69
electronics,2,75.45
appliances,17,1153.2
appliances,13,1039.28
other,8,540.78
other,29,1634.2
electronics,1,42.73
clothing,39,2269.62
clothing,30,1775.32
laptop,3,48.03
other,39,2166.81
electronics,9,327.24
electronics,4,165.75
other,7,468.15
other,7,456.44
other,25,1439.65
other,34,2017.23
books,1,39.57
clothing,37,2135.61
other,25,1413.37
other,38,2190.01
shoes,9,723.05
clothing,13,820.17
clothing,5,335.75
other,3,195.08
shoes,1,92.75
other,35,2015.33
clothing,13,810.11
other,35,2024.41
clothing,23,1337.26
other,29,1636.12
shoes,9,913.62
other,24,1401.03
bag,2,150.87
electronics,10,363.71
laptop,10,153.64
clothing,11,709.83
other,10,687.05
clothing,31,1752.47
other,3,200.03
clothing,22,1238.84
electronics,5,196.13
appliances,14,852.62
electronics,10,387.42
perfume,1,95.03
phone,1,15.74
clothing,33,1892.77
other,11,660.01
appliances,15,1190.08
clothing,25,1470.97
other,36,2061.84
phone,1,16.14
other,5,331.46
electronics,13,479.7
shoes,1,96.7
clothing,9,614.33
perfume,3,267.04
bag,4,260.31
clothing,16,943.6
clothing,35,2093.0
other,13,802.72
bag,1,61.05
electronics,10,404.58
appliances,5,354.47
perfume,1,79.56
electronics,13,474.09
phone,3,50.14
perfume,2,189.64
bag,4,343.31
other,8,535.92
clothing,33,1873.69
other,21,1196.72
clothing,31,1802.46
shoes,7,571.42
clothing,39,2315.02
clothing,29,1657.95
appliances,5,315.84
clothing,10,678.16
shoes,5,492.36
clothing,19,1109.63
shoes,8,801.83
clothing,4,277.95
other,31,1726.38
phone,3,43.6
shoes,8,725.93
clothing,40,2370.44
phone,3,45.41
appliances,4,287.1
shoes,10,834.13
electronics,2,82.37
other,40,2213.16
other,26,1481.19
other,30,1769.54
other,3,204.68
electronics,12,438.07
shoes,9,785.06
perfume,2,144.42
other,18,1035.41
clothing,40,2273.51
shoes,3,248.83
clothing,19,1118.04
bag,6,405.76
other,24,1406.05
clothing,30,1795.77
electronics,12,465.77
clothing,6,418.99
electronics,13,500.55
other,40,2216.29
shoes,8,873.28
clothing,19,1065.61
other,16,952.91
other,8,533.82
other,38,2223.67
clothing,22,1314.17
clothing,7,488.63
clothing,26,1480.98
shoes,3,317.83
other,2,133.74
electronics,3,129.4
other,36,2040.49
electronics,4,141.22
shoes,8,660.9
appliances,20,1477.72
other,36,2078.29
appliances,7,477.43
clothing,19,1092.9
electronics,12,453.11
clothing,32,1865.55
perfume,5,369.84
clothing,19,1051.83
electronics,8,316.71
electronics,14,510.66
other,16,922.66
books,5,237.43
appliances,13,1055.65
perfume,2,170.1
phone,1,15.29
perfume,1,89.38
bag,4,341.43
shoes,7,617.95
other,10,664.53
laptop,4,56.44
other,35,2020.25
other,38,2226.44
appliances,16,1255.2
shoes,5,532.06
clothing,3,195.9
shoes,3,286.62
clothing,26,1515.3
shoes,2,207.64
other,25,1378.67
laptop,7,112.29
clothing,2,135.9
electronics,6,264.25
other,10,654.75
other,8,558.78
other,13,824.63
shoes,4,415.25
books,3,142.55
perfume,2,163.55
other,13,830.95
phone,1,14.49
appliances,2,118.2
shoes,10,865.99
clothing,39,2188.12
electronics,2,75.41
electronics,9,346.28
clothing,1,69.36
phone,2,30.02
perfume,5,416.07
bag,2,149.75
electronics,4,174.25
other,18,997.43
clothing,35,1990.33
perfume,5,462.68
laptop,2,27.99
electronics,4,165.59
clothing,17,954.21
shoes,8,643.34
other,6,391.17
clothing,27,1581.34
other,35,2022.21
appliances,1,58.6
electronics,13,457.27
clothing,9,589.68
shoes,7,746.67
electronics,6,224.75
perfume,5,445.03
other,30,1726.89
perfume,3,298.07
laptop,2,28.44
perfume,2,167.45
clothing,6,394.27
clothing,23,1269.12
shoes,4,334.93
shoes,4,326.28
clothing,40,2229.43
other,13,802.75
electronics,10,386.22
electronics,3,108.32
clothing,38,2184.25
books,3,149.81
clothing,28,1639.76
electronics,8,314.71
car parts,14,1241.78
electronics,13,504.56
shoes,7,617.63
phone,2,32.81
other,7,470.24
electronics,8,290.12
other,9,603.77
shoes,9,877.26
phone,1,15.46
other,16,924.52
other,34,1906.81
appliances,12,714.38
clothing,26,1557.38
perfume,2,187.61
other,26,1541.49
clothing,11,687.04
clothing,28,1545.9
other,33,1970.66
phone,3,42.74
clothing,13,802.14
other,26,1555.63
clothing,26,1492.62
books,3,134.34
clothing,36,2159.77
appliances,20,1346.24
shoes,9,896.31
bag,1,64.66
other,38,2140.79
electronics,13,475.99
other,35,1981.53
clothing,21,1210.62
other,31,1792.05
other,10,699.87
other,39,2242.63
phone,2,30.96
other,36,1999.53
phone,3,46.88
other,35,2099.47
clothing,2,136.18
appliances,10,601.7
clothing,29,1598.0
clothing,25,1424.48
other,36,2100.84
electronics,10,394.27
clothing,9,592.16
electronics,14,533.29
other,26,1439.92
other,6,413.74
electronics,8,327.16
clothing,8,553.45
phone,2,27.15
electronics,1,44.58
clothing,24,1325.87
laptop,2,28.82
shoes,3,308.96
other,39,2322.68
shoes,3,261.79
electronics,8,308.49
electronics,15,587.12
other,30,1736.98
car parts,10,698.28
electronics,13,509.65
clothing,13,826.62
clothing,7,486.63
shoes,3,265.58
other,1,66.14
clothing,33,1940.88
other,3,202.21
other,11,689.16
electronics,1,38.15
other,39,2280.62
other,12,730.01
clothing,13,805.59
other,14,854.62
phone,3,49.37
electronics,7,257.36
clothing,3,205.33
clothing,32,1909.44
electronics,1,40.07
bag,3,253.22
laptop,8,132.52
shoes,7,731.84
clothing,37,2170.38
other,16,918.4
other,19,1137.02
car parts,13,905.68
other,6,408.79
phone,2,28.85
other,39,2301.91
other,27,1550.04
shoes,8,749.36
other,25,1400.72
electronics,8,282.08
laptop,7,105.07
electronics,5,203.52
appliances,8,479.71
other,5,348.18
other,28,1638.27
perfume,5,392.79
shoes,7,734.73
other,33,1872.34
clothing,18,1028.98
electronics,13,514.09
other,15,964.75
shoes,6,503.12
shoes,7,746.04
electronics,14,521.04
other,32,1767.4
clothing,26,1547.54
phone,3,39.77
other,10,676.44
clothing,30,1667.43
other,34,1980.23
other,33,1833.33
appliances,10,728.61
clothing,27,1532.45
laptop,10,159.51
clothing,17,964.8
other,28,1609.12
car parts,13,1018.71
perfume,1,90.78
other,20,1176.43
other,4,267.71
other,3,209.41
electronics,9,377.42
other,30,1695.53
clothing,1,67.39
clothing,13,806.01
other,39,2194.75
laptop,2,31.62
shoes,8,803.46
clothing,32,1807.33
appliances,19,1211.65
other,23,1364.7
shoes,1,96.21
clothing,2,131.65
clothing,9,620.12
other,23,1340.24
clothing,3,199.09
shoes,1,100.53
other,22,1267.69
clothing,12,767.14
bag,1,78.61
other,22,1238.46
clothing,5,344.98
clothing,30,1683.55
electronics,13,505.09
shoes,4,328.72
phone,2,33.55
electronics,14,497.85
laptop,5,82.75
clothing,7,483.17
clothing,16,900.98
shoes,10,917.97
clothing,11,706.68
other,12,745.77
perfume,3,266.0
clothing,28,1552.76
phone,2,27.65
appliances,12,717.92
clothing,4,273.47
electronics,8,312.52
clothing,13,797.81
electronics,11,386.78
other,19,1086.1
other,6,416.01
other,28,1575.94
books,5,251.91
phone,3,39.69
clothing,15,909.7
other,6,412.99
other,20,1193.35
other,23,1303.92
other,15,916.18
shoes,1,83.81
appliances,14,824.38
clothing,12,749.21
electronics,2,80.74
other,13,795.06
clothing,17,1006.52
other,9,595.92
phone,3,47.25
other,31,1851.05
other,28,1560.42
shoes,3,320.1
laptop,6,95.49
perfume,2,198.86
laptop,2,31.43
electronics,9,386.13
clothing,29,1673.37
other,1,66.76
electronics,15,599.24
clothing,37,2093.65
clothing,39,2275.87
phone,1,14.68
clothing,16,936.69
appliances,20,1561.82
other,5,347.73
other,32,1891.83
bag,3,230.81
other,22,1301.66
shoes,10,862.92
electronics,15,533.82
phone,3,42.22
shoes,7,654.02
other,7,483.57
bag,2,147.19
other,15,923.56
phone,3,50.11
appliances,17,1296.98
bag,3,194.12
electronics,14,543.01
appliances,10,599.35
shoes,1,97.45
clothing,39,2196.31
phone,2,31.07
other,3,195.34
perfume,2,170.69
electronics,13,478.29
shoes,2,207.68
clothing,9,595.09
other,24,1360.17
other,30,1733.57
clothing,40,2229.85
clothing,22,1231.15
other,2,135.7
shoes,5,460.23
clothing,6,416.18
electronics,12,440.51
clothing,20,1193.27
clothing,40,2238.34
other,6,397.81
perfume,2,173.63
shoes,10,915.26
other,8,532.93
shoes,2,188.46
other,27,1490.92
clothing,38,2195.87
clothing,30,1666.52
electronics,7,258.44
appliances,11,758.22
phone,2,32.16
clothing,11,670.49
electronics,14,545.13
other,40,2355.94
clothing,4,263.6
shoes,8,670.15
clothing,40,2395.03
clothing,7,473.98
electronics,4,171.04
other,5,334.53
laptop,9,141.15
clothing,30,1767.68
other,31,1779.5
clothing,2,139.68
other,37,2067.28
electronics,8,339.8
other,29,1634.72
electronics,6,212.14
perfume,5,404.4
phone,1,16.06
other,13,813.6
clothing,18,1034.22
other,1,67.1
phone,1,14.64
clothing,25,1453.1
shoes,9,923.12
clothing,32,1764.28
electronics,1,38.73
perfume,3,289.25
electronics,15,581.18
clothing,39,2168.08
other,26,1497.73
other,26,1515.22
clothing,4,274.6
other,39,2257.92
laptop,5,66.45
other,30,1670.38
shoes,5,441.79
electronics,9,368.71
shoes,3,274.45
clothing,28,1678.37
electronics,2,75.1
clothing,16,929.8
phone,3,40.87
clothing,12,762.43
clothing,21,1252.07
clothing,16,936.08
other,4,275.79
clothing,20,1122.46
clothing,1,66.5
clothing,35,2075.42
shoes,3,268.42
other,16,941.61
clothing,36,2046.31
shoes,2,182.64
perfume,4,351.52
electronics,12,468.62
laptop,8,111.44
clothing,1,66.95
clothing,37,2197.98
shoes,2,170.0
electronics,12,437.01
other,16,908.91
shoes,10,958.36
clothing,33,1908.18
electronics,5,222.22
electronics,7,289.2
other,3,195.1
clothing,23,1307.27
clothing,17,961.6
shoes,2,183.82
laptop,9,145.66
appliances,15,1206.19
clothing,16,933.4
other,24,1378.73
perfume,1,84.43
laptop,10,133.66
phone,2,27.89
clothing,14,845.12
other,34,1960.25
other,8,559.65
perfume,5,403.86
laptop,6,89.5
laptop,6,88.74
other,24,1376.54
other,31,1799.3
clothing,26,1450.49
other,25,1447.14
phone,3,48.76
clothing,28,1659.46
other,16,922.8
other,8,521.63
shoes,9,921.42
electronics,13,472.75
clothing,28,1661.03
clothing,23,1323.74
other,9,606.19
shoes,7,578.57
appliances,15,1107.99
electronics,1,35.08
other,32,1863.8
clothing,7,486.14
clothing,34,1887.99
other,19,1103.11
phone,1,13.3
clothing,9,588.1
clothing,19,1088.17
shoes,2,205.6
other,26,1555.86
perfume,2,188.48
other,14,848.13
shoes,1,98.0
other,8,542.59
clothing,30,1702.35
other,7,489.44
shoes,3,324.52
electronics,2,88.3
other,19,1053.45
electronics,2,84.21
electronics,9,357.78
shoes,4,437.67
perfume,4,341.07
other,2,134.48
phone,2,27.69
other,35,1986.74
books,4,164.44
electronics,15,534.48
other,2,134.05
clothing,36,2137.45
electronics,4,167.64
clothing,18,1032.3
electronics,8,318.21
shoes,4,360.8
other,15,905.77
shoes,2,182.44
laptop,4,60.76
shoes,3,308.47
laptop,3,39.79
shoes,3,279.46
other,4,272.93
other,39,2203.11
clothing,5,332.01
clothing,17,942.33
clothing,10,678.29
electronics,2,77.99
electronics,3,112.91
clothing,11,687.89
other,8,530.17
electronics,1,44.78
clothing,8,525.68
other,38,2144.74
laptop,8,107.53
shoes,8,655.24
other,29,1602.95
electronics,12,449.03
laptop,10,139.54
shoes,10,847.93
other,19,1058.46
electronics,8,349.35
electronics,1,40.03
other,9,620.45
clothing,8,527.52
clothing,35,1941.42
perfume,3,224.11
books,3,119.22
electronics,2,88.69
electronics,9,326.74
shoes,1,103.11
other,32,1854.46
clothing,21,1171.18
other,16,934.0
clothing,27,1603.95
clothing,7,462.01
clothing,30,1733.21
books,3,147.41
phone,2,30.6
phone,3,41.56
perfume,4,344.58
clothing,39,2171.36
other,27,1569.07
clothing,36,2027.4
electronics,2,86.08
electronics,15,553.46
clothing,38,2226.12
electronics,15,562.81
electronics,7,287.28
electronics,3,113.85
shoes,2,182.99
laptop,2,29.0
other,28,1653.37
car parts,14,1001.58
clothing,11,679.83
clothing,15,964.55
phone,3,39.94
clothing,8,545.01
phone,1,13.83
clothing,40,2242.64
perfume,3,219.03
other,3,196.29
laptop,2,30.17
other,39,2183.35
phone,1,13.27
other,11,667.66
electronics,12,454.94
other,34,1948.69
laptop,10,146.37
clothing,27,1506.16
appliances,8,644.41
shoes,10,1073.31
electronics,14,497.27
clothing,31,1819.02
perfume,2,164.27
electronics,3,114.65
clothing,21,1172.95
laptop,7,97.37
clothing,18,1046.62
clothing,39,2262.72
shoes,3,308.4
other,5,327.74
electronics,14,491.95
books,3,145.52
phone,2,31.55
perfume,1,94.89
phone,1,13.87
shoes,7,690.65
phone,1,13.76
shoes,7,706.85
clothing,39,2233.05
other,17,986.92
clothing,14,862.62
shoes,9,891.5
other,15,922.91
clothing,25,1431.11
clothing,4,261.74
electronics,1,42.01
perfume,4,374.23
electronics,9,384.24
shoes,6,509.09
laptop,2,30.55
shoes,7,604.76
shoes,5,415.9
other,38,2251.92
electronics,3,122.99
electronics,15,570.45
